geometry
LINESTRING (144.942497 -37.80716, 144.942565 -37.807197)
LINESTRING (144.942565 -37.807197, 144.94262 -37.807229)
LINESTRING (144.94262 -37.807229, 144.942679 -37.807262)
LINESTRING (144.942679 -37.807262, 144.942709 -37.80728)
LINESTRING (144.960313 -37.800201, 144.960269 -37.800346)
LINESTRING (144.960269 -37.800346, 144.960261 -37.80052)
LINESTRING (144.960261 -37.80052, 144.960252 -37.800706)
LINESTRING (144.960252 -37.800706, 144.960369 -37.800721)
LINESTRING (144.960369 -37.800721, 144.960458 -37.800732)
LINESTRING (144.960458 -37.800732, 144.960515 -37.800548)
LINESTRING (144.960515 -37.800548, 144.960566 -37.800379)
LINESTRING (144.960566 -37.800379, 144.960574 -37.80023)
LINESTRING (144.960574 -37.80023, 144.960313 -37.800201)
LINESTRING (144.962445 -37.805955, 144.962612 -37.805973)
LINESTRING (144.962612 -37.805973, 144.96252 -37.806491)
LINESTRING (144.96252 -37.806491, 144.962519 -37.806497)
LINESTRING (144.962519 -37.806497, 144.962518 -37.806505)
LINESTRING (144.962518 -37.806505, 144.962349 -37.806487)
LINESTRING (144.962349 -37.806487, 144.962445 -37.805955)
LINESTRING (144.963376 -37.802884, 144.963249 -37.802869)
LINESTRING (144.963249 -37.802869, 144.963246 -37.802883)
LINESTRING (144.963246 -37.802883, 144.963235 -37.802882)
LINESTRING (144.963235 -37.802882, 144.963232 -37.802897)
LINESTRING (144.963232 -37.802897, 144.963221 -37.802958)
LINESTRING (144.963221 -37.802958, 144.963361 -37.802974)
LINESTRING (144.963361 -37.802974, 144.963371 -37.802913)
LINESTRING (144.963371 -37.802913, 144.963376 -37.802884)
LINESTRING (144.963085 -37.802585, 144.963076 -37.802638)
LINESTRING (144.963076 -37.802638, 144.963074 -37.802647)
LINESTRING (144.963074 -37.802647, 144.963072 -37.802659)
LINESTRING (144.963072 -37.802659, 144.962981 -37.802648)
LINESTRING (144.962981 -37.802648, 144.962932 -37.802642)
LINESTRING (144.962932 -37.802642, 144.96293 -37.802631)
LINESTRING (144.96293 -37.802631, 144.962919 -37.802586)
LINESTRING (144.962919 -37.802586, 144.962913 -37.80252)
LINESTRING (144.962913 -37.80252, 144.96292 -37.802444)
LINESTRING (144.96292 -37.802444, 144.962922 -37.802435)
LINESTRING (144.962922 -37.802435, 144.962939 -37.802372)
LINESTRING (144.962939 -37.802372, 144.96298 -37.802284)
LINESTRING (144.96298 -37.802284, 144.962991 -37.802272)
LINESTRING (144.962991 -37.802272, 144.963012 -37.802251)
LINESTRING (144.963012 -37.802251, 144.963046 -37.802255)
LINESTRING (144.963046 -37.802255, 144.963142 -37.802264)
LINESTRING (144.963142 -37.802264, 144.963139 -37.80228)
LINESTRING (144.963139 -37.80228, 144.963137 -37.802293)
LINESTRING (144.963137 -37.802293, 144.96313 -37.802338)
LINESTRING (144.96313 -37.802338, 144.963116 -37.802336)
LINESTRING (144.963116 -37.802336, 144.963101 -37.802335)
LINESTRING (144.963101 -37.802335, 144.963099 -37.80235)
LINESTRING (144.963099 -37.80235, 144.963094 -37.802384)
LINESTRING (144.963094 -37.802384, 144.963088 -37.802414)
LINESTRING (144.963088 -37.802414, 144.963033 -37.802408)
LINESTRING (144.963033 -37.802408, 144.963017 -37.802503)
LINESTRING (144.963017 -37.802503, 144.963071 -37.802508)
LINESTRING (144.963071 -37.802508, 144.963067 -37.802533)
LINESTRING (144.963067 -37.802533, 144.963062 -37.802564)
LINESTRING (144.963062 -37.802564, 144.963059 -37.802583)
LINESTRING (144.963059 -37.802583, 144.963074 -37.802584)
LINESTRING (144.963074 -37.802584, 144.963085 -37.802585)
LINESTRING (144.961451 -37.807473, 144.96157 -37.807735)
LINESTRING (144.96157 -37.807735, 144.961592 -37.807783)
LINESTRING (144.963497 -37.800121, 144.963488 -37.800167)
LINESTRING (144.963488 -37.800167, 144.963484 -37.800188)
LINESTRING (144.963484 -37.800188, 144.963473 -37.800253)
LINESTRING (144.963473 -37.800253, 144.963564 -37.800263)
LINESTRING (144.963564 -37.800263, 144.963588 -37.800133)
LINESTRING (144.963588 -37.800133, 144.963497 -37.800121)
LINESTRING (144.959738 -37.801695, 144.959867 -37.801766)
LINESTRING (144.959867 -37.801766, 144.959958 -37.801777)
LINESTRING (144.959958 -37.801777, 144.960178 -37.801802)
LINESTRING (144.960178 -37.801802, 144.960323 -37.801893)
LINESTRING (144.960323 -37.801893, 144.960333 -37.801894)
LINESTRING (144.960333 -37.801894, 144.96038 -37.80188)
LINESTRING (144.96038 -37.80188, 144.960388 -37.801871)
LINESTRING (144.960388 -37.801871, 144.960388 -37.801851)
LINESTRING (144.960388 -37.801851, 144.960431 -37.801865)
LINESTRING (144.960431 -37.801865, 144.960467 -37.801879)
LINESTRING (144.960467 -37.801879, 144.960456 -37.801897)
LINESTRING (144.960456 -37.801897, 144.960458 -37.801904)
LINESTRING (144.960458 -37.801904, 144.960557 -37.801965)
LINESTRING (144.960557 -37.801965, 144.960568 -37.801965)
LINESTRING (144.960568 -37.801965, 144.960572 -37.801957)
LINESTRING (144.960572 -37.801957, 144.960563 -37.80201)
LINESTRING (144.960563 -37.80201, 144.960558 -37.802039)
LINESTRING (144.960558 -37.802039, 144.96051 -37.802033)
LINESTRING (144.96051 -37.802033, 144.960413 -37.80202)
LINESTRING (144.960413 -37.80202, 144.960416 -37.802005)
LINESTRING (144.960416 -37.802005, 144.960388 -37.801957)
LINESTRING (144.960388 -37.801957, 144.960379 -37.801953)
LINESTRING (144.960379 -37.801953, 144.960327 -37.801976)
LINESTRING (144.960327 -37.801976, 144.960322 -37.801983)
LINESTRING (144.960322 -37.801983, 144.960323 -37.801988)
LINESTRING (144.960323 -37.801988, 144.960298 -37.801985)
LINESTRING (144.960298 -37.801985, 144.960274 -37.801983)
LINESTRING (144.960274 -37.801983, 144.960265 -37.801943)
LINESTRING (144.960265 -37.801943, 144.960257 -37.801938)
LINESTRING (144.960257 -37.801938, 144.960214 -37.801941)
LINESTRING (144.960214 -37.801941, 144.960208 -37.801945)
LINESTRING (144.960208 -37.801945, 144.960204 -37.80196)
LINESTRING (144.960204 -37.80196, 144.960181 -37.801958)
LINESTRING (144.960181 -37.801958, 144.960156 -37.801955)
LINESTRING (144.960156 -37.801955, 144.960164 -37.80194)
LINESTRING (144.960164 -37.80194, 144.960184 -37.801914)
LINESTRING (144.960184 -37.801914, 144.960182 -37.801906)
LINESTRING (144.960182 -37.801906, 144.960084 -37.80188)
LINESTRING (144.960084 -37.80188, 144.960062 -37.801902)
LINESTRING (144.960062 -37.801902, 144.960059 -37.80191)
LINESTRING (144.960059 -37.80191, 144.960063 -37.801926)
LINESTRING (144.960063 -37.801926, 144.960063 -37.801929)
LINESTRING (144.960063 -37.801929, 144.960015 -37.801923)
LINESTRING (144.960015 -37.801923, 144.959969 -37.801918)
LINESTRING (144.959969 -37.801918, 144.959974 -37.801908)
LINESTRING (144.959974 -37.801908, 144.959997 -37.801871)
LINESTRING (144.959997 -37.801871, 144.959992 -37.801857)
LINESTRING (144.959992 -37.801857, 144.959735 -37.801792)
LINESTRING (144.959735 -37.801792, 144.959721 -37.801796)
LINESTRING (144.959721 -37.801796, 144.959726 -37.801764)
LINESTRING (144.959726 -37.801764, 144.959738 -37.801695)
LINESTRING (144.963388 -37.802008, 144.963524 -37.802023)
LINESTRING (144.963524 -37.802023, 144.963516 -37.802071)
LINESTRING (144.963516 -37.802071, 144.963509 -37.802105)
LINESTRING (144.963509 -37.802105, 144.963372 -37.802088)
LINESTRING (144.963372 -37.802088, 144.963378 -37.802055)
LINESTRING (144.963378 -37.802055, 144.963388 -37.802008)
LINESTRING (144.971376 -37.805698, 144.971297 -37.805692)
LINESTRING (144.971297 -37.805692, 144.971224 -37.805669)
LINESTRING (144.971224 -37.805669, 144.97116 -37.805628)
LINESTRING (144.97116 -37.805628, 144.971115 -37.805576)
LINESTRING (144.971115 -37.805576, 144.97109 -37.805516)
LINESTRING (144.97109 -37.805516, 144.971088 -37.805453)
LINESTRING (144.971088 -37.805453, 144.971112 -37.805387)
LINESTRING (144.971112 -37.805387, 144.971161 -37.805329)
LINESTRING (144.971161 -37.805329, 144.97123 -37.805286)
LINESTRING (144.97123 -37.805286, 144.971312 -37.805263)
LINESTRING (144.971312 -37.805263, 144.971399 -37.80526)
LINESTRING (144.971399 -37.80526, 144.971483 -37.80528)
LINESTRING (144.971483 -37.80528, 144.971556 -37.805319)
LINESTRING (144.971556 -37.805319, 144.971609 -37.805373)
LINESTRING (144.971609 -37.805373, 144.971639 -37.805439)
LINESTRING (144.971639 -37.805439, 144.971641 -37.805508)
LINESTRING (144.971641 -37.805508, 144.971618 -37.80557)
LINESTRING (144.971618 -37.80557, 144.971574 -37.805624)
LINESTRING (144.971574 -37.805624, 144.971511 -37.805666)
LINESTRING (144.971511 -37.805666, 144.971453 -37.805687)
LINESTRING (144.971453 -37.805687, 144.971376 -37.805698)
LINESTRING (144.974122 -37.801303, 144.974063 -37.801349)
LINESTRING (144.974063 -37.801349, 144.973872 -37.801512)
LINESTRING (144.973872 -37.801512, 144.973687 -37.801494)
LINESTRING (144.973687 -37.801494, 144.97314 -37.801435)
LINESTRING (144.97314 -37.801435, 144.972691 -37.801389)
LINESTRING (144.972691 -37.801389, 144.972321 -37.801348)
LINESTRING (144.972321 -37.801348, 144.972181 -37.801339)
LINESTRING (144.972181 -37.801339, 144.971607 -37.801281)
LINESTRING (144.971607 -37.801281, 144.971066 -37.801229)
LINESTRING (144.971066 -37.801229, 144.97096 -37.801218)
LINESTRING (144.97096 -37.801218, 144.970896 -37.801231)
LINESTRING (144.970896 -37.801231, 144.970836 -37.801285)
LINESTRING (144.970836 -37.801285, 144.970748 -37.80135)
LINESTRING (144.970748 -37.80135, 144.970613 -37.801437)
LINESTRING (144.970613 -37.801437, 144.970487 -37.80133)
LINESTRING (144.970487 -37.80133, 144.970404 -37.801244)
LINESTRING (144.970404 -37.801244, 144.970215 -37.80106)
LINESTRING (144.970215 -37.80106, 144.970138 -37.800968)
LINESTRING (144.970138 -37.800968, 144.970078 -37.800881)
LINESTRING (144.972281 -37.801247, 144.972321 -37.801348)
LINESTRING (144.972321 -37.801348, 144.972348 -37.801432)
LINESTRING (144.972348 -37.801432, 144.9725 -37.801716)
LINESTRING (144.9725 -37.801716, 144.9727 -37.802039)
LINESTRING (144.9727 -37.802039, 144.972778 -37.802183)
LINESTRING (144.972778 -37.802183, 144.972878 -37.802399)
LINESTRING (144.972878 -37.802399, 144.973103 -37.80277)
LINESTRING (144.973103 -37.80277, 144.973213 -37.802932)
LINESTRING (144.973213 -37.802932, 144.973308 -37.80306)
LINESTRING (144.973308 -37.80306, 144.97343 -37.803197)
LINESTRING (144.97343 -37.803197, 144.973334 -37.803172)
LINESTRING (144.973334 -37.803172, 144.972971 -37.803033)
LINESTRING (144.972971 -37.803033, 144.972608 -37.80285)
LINESTRING (144.972608 -37.80285, 144.97221 -37.802603)
LINESTRING (144.97221 -37.802603, 144.97186 -37.802395)
LINESTRING (144.97186 -37.802395, 144.97137 -37.802016)
LINESTRING (144.97137 -37.802016, 144.970613 -37.801437)
LINESTRING (144.972281 -37.801247, 144.972181 -37.801339)
LINESTRING (144.972181 -37.801339, 144.97137 -37.802016)
LINESTRING (144.97137 -37.802016, 144.970772 -37.802524)
LINESTRING (144.970772 -37.802524, 144.970529 -37.802642)
LINESTRING (144.970529 -37.802642, 144.97042 -37.802721)
LINESTRING (144.97042 -37.802721, 144.970336 -37.80279)
LINESTRING (144.970336 -37.80279, 144.970189 -37.802874)
LINESTRING (144.970189 -37.802874, 144.970062 -37.802987)
LINESTRING (144.970062 -37.802987, 144.969876 -37.803017)
LINESTRING (144.969876 -37.803017, 144.969723 -37.803047)
LINESTRING (144.969723 -37.803047, 144.96969 -37.803053)
LINESTRING (144.970062 -37.802987, 144.970211 -37.802963)
LINESTRING (144.970211 -37.802963, 144.970394 -37.802909)
LINESTRING (144.970394 -37.802909, 144.971417 -37.802537)
LINESTRING (144.971417 -37.802537, 144.97186 -37.802395)
LINESTRING (144.97186 -37.802395, 144.9727 -37.802039)
LINESTRING (144.9727 -37.802039, 144.973872 -37.801512)
LINESTRING (144.971641 -37.805508, 144.972351 -37.805584)
LINESTRING (144.972351 -37.805584, 144.97314 -37.805667)
LINESTRING (144.97314 -37.805667, 144.973378 -37.805693)
LINESTRING (144.973378 -37.805693, 144.973396 -37.805695)
LINESTRING (144.971224 -37.805669, 144.97104 -37.806658)
LINESTRING (144.97104 -37.806658, 144.970986 -37.807055)
LINESTRING (144.970986 -37.807055, 144.970963 -37.807152)
LINESTRING (144.970963 -37.807152, 144.970938 -37.807311)
LINESTRING (144.970938 -37.807311, 144.970923 -37.807406)
LINESTRING (144.970923 -37.807406, 144.970922 -37.807423)
LINESTRING (144.971453 -37.805687, 144.971285 -37.80661)
LINESTRING (144.971285 -37.80661, 144.971198 -37.807075)
LINESTRING (144.971198 -37.807075, 144.971183 -37.807182)
LINESTRING (144.971183 -37.807182, 144.971156 -37.807334)
LINESTRING (144.971156 -37.807334, 144.971139 -37.80743)
LINESTRING (144.971139 -37.80743, 144.971136 -37.807445)
LINESTRING (144.971088 -37.805453, 144.970362 -37.805371)
LINESTRING (144.970362 -37.805371, 144.969581 -37.805291)
LINESTRING (144.969581 -37.805291, 144.969334 -37.805263)
LINESTRING (144.969334 -37.805263, 144.969312 -37.80526)
LINESTRING (144.97116 -37.805628, 144.970275 -37.806266)
LINESTRING (144.970275 -37.806266, 144.969484 -37.806854)
LINESTRING (144.969484 -37.806854, 144.969458 -37.806874)
LINESTRING (144.969458 -37.806874, 144.969217 -37.807047)
LINESTRING (144.969217 -37.807047, 144.96915 -37.807093)
LINESTRING (144.96915 -37.807093, 144.968979 -37.807211)
LINESTRING (144.971511 -37.805666, 144.972131 -37.806465)
LINESTRING (144.972131 -37.806465, 144.972716 -37.807207)
LINESTRING (144.972716 -37.807207, 144.972793 -37.807312)
LINESTRING (144.972793 -37.807312, 144.972861 -37.807406)
LINESTRING (144.972861 -37.807406, 144.972916 -37.807476)
LINESTRING (144.972916 -37.807476, 144.973045 -37.80764)
LINESTRING (144.969217 -37.807047, 144.969372 -37.807034)
LINESTRING (144.969372 -37.807034, 144.969471 -37.807024)
LINESTRING (144.969471 -37.807024, 144.969573 -37.807029)
LINESTRING (144.969573 -37.807029, 144.969698 -37.807059)
LINESTRING (144.969698 -37.807059, 144.969817 -37.807101)
LINESTRING (144.969817 -37.807101, 144.969963 -37.807146)
LINESTRING (144.969963 -37.807146, 144.970079 -37.807177)
LINESTRING (144.970079 -37.807177, 144.970192 -37.807182)
LINESTRING (144.970192 -37.807182, 144.970354 -37.807166)
LINESTRING (144.970354 -37.807166, 144.970546 -37.807122)
LINESTRING (144.970546 -37.807122, 144.97073 -37.80708)
LINESTRING (144.97073 -37.80708, 144.97086 -37.807057)
LINESTRING (144.97086 -37.807057, 144.970929 -37.807054)
LINESTRING (144.970929 -37.807054, 144.970986 -37.807055)
LINESTRING (144.970986 -37.807055, 144.971198 -37.807075)
LINESTRING (144.971198 -37.807075, 144.97125 -37.807095)
LINESTRING (144.97125 -37.807095, 144.971344 -37.807136)
LINESTRING (144.971344 -37.807136, 144.971455 -37.807185)
LINESTRING (144.971455 -37.807185, 144.971592 -37.80726)
LINESTRING (144.971592 -37.80726, 144.971736 -37.807316)
LINESTRING (144.971736 -37.807316, 144.971905 -37.807363)
LINESTRING (144.971905 -37.807363, 144.972054 -37.807384)
LINESTRING (144.972054 -37.807384, 144.972233 -37.807381)
LINESTRING (144.972233 -37.807381, 144.972393 -37.807355)
LINESTRING (144.972393 -37.807355, 144.972531 -37.807336)
LINESTRING (144.972531 -37.807336, 144.97261 -37.807334)
LINESTRING (144.97261 -37.807334, 144.972699 -37.807347)
LINESTRING (144.972699 -37.807347, 144.972795 -37.807376)
LINESTRING (144.972795 -37.807376, 144.972861 -37.807406)
LINESTRING (144.970963 -37.807152, 144.970929 -37.807054)
LINESTRING (144.970929 -37.807054, 144.97088 -37.806941)
LINESTRING (144.97088 -37.806941, 144.970823 -37.806799)
LINESTRING (144.970823 -37.806799, 144.970779 -37.806717)
LINESTRING (144.970779 -37.806717, 144.970729 -37.80664)
LINESTRING (144.970729 -37.80664, 144.970652 -37.806547)
LINESTRING (144.970652 -37.806547, 144.970551 -37.80646)
LINESTRING (144.970551 -37.80646, 144.97042 -37.806369)
LINESTRING (144.97042 -37.806369, 144.970275 -37.806266)
LINESTRING (144.970275 -37.806266, 144.970102 -37.806134)
LINESTRING (144.970102 -37.806134, 144.969995 -37.806047)
LINESTRING (144.969995 -37.806047, 144.969911 -37.805964)
LINESTRING (144.969911 -37.805964, 144.969837 -37.805863)
LINESTRING (144.969837 -37.805863, 144.969762 -37.805747)
LINESTRING (144.969762 -37.805747, 144.969714 -37.805666)
LINESTRING (144.969714 -37.805666, 144.969672 -37.805589)
LINESTRING (144.969672 -37.805589, 144.969613 -37.805459)
LINESTRING (144.969613 -37.805459, 144.969581 -37.805291)
LINESTRING (144.969581 -37.805291, 144.969573 -37.805156)
LINESTRING (144.969573 -37.805156, 144.969595 -37.80498)
LINESTRING (144.969613 -37.805459, 144.969607 -37.805598)
LINESTRING (144.969607 -37.805598, 144.969597 -37.805696)
LINESTRING (144.969597 -37.805696, 144.969573 -37.805822)
LINESTRING (144.969573 -37.805822, 144.969528 -37.805944)
LINESTRING (144.969528 -37.805944, 144.969477 -37.806057)
LINESTRING (144.969477 -37.806057, 144.969412 -37.806176)
LINESTRING (144.969412 -37.806176, 144.969363 -37.806289)
LINESTRING (144.969363 -37.806289, 144.969339 -37.806376)
LINESTRING (144.969339 -37.806376, 144.969333 -37.806479)
LINESTRING (144.969333 -37.806479, 144.969343 -37.806596)
LINESTRING (144.969343 -37.806596, 144.969352 -37.806681)
LINESTRING (144.969352 -37.806681, 144.969345 -37.806786)
LINESTRING (144.969345 -37.806786, 144.969323 -37.806869)
LINESTRING (144.969323 -37.806869, 144.969282 -37.806951)
LINESTRING (144.969282 -37.806951, 144.969217 -37.807047)
LINESTRING (144.973027 -37.805884, 144.972976 -37.806139)
LINESTRING (144.972976 -37.806139, 144.972975 -37.806246)
LINESTRING (144.972975 -37.806246, 144.972981 -37.806328)
LINESTRING (144.972981 -37.806328, 144.972999 -37.806459)
LINESTRING (144.972999 -37.806459, 144.973013 -37.806586)
LINESTRING (144.973013 -37.806586, 144.973012 -37.806724)
LINESTRING (144.973012 -37.806724, 144.972999 -37.806838)
LINESTRING (144.972999 -37.806838, 144.972964 -37.806947)
LINESTRING (144.972964 -37.806947, 144.97293 -37.807018)
LINESTRING (144.97293 -37.807018, 144.972887 -37.807126)
LINESTRING (144.972887 -37.807126, 144.972869 -37.807213)
LINESTRING (144.972869 -37.807213, 144.972857 -37.807291)
LINESTRING (144.972857 -37.807291, 144.972855 -37.807357)
LINESTRING (144.972855 -37.807357, 144.972861 -37.807406)
LINESTRING (144.972351 -37.805584, 144.972399 -37.805326)
LINESTRING (144.972399 -37.805326, 144.972408 -37.805273)
LINESTRING (144.971415 -37.805175, 144.971399 -37.80526)
LINESTRING (144.973588 -37.805004, 144.973515 -37.804996)
LINESTRING (144.973515 -37.804996, 144.973455 -37.804989)
LINESTRING (144.973455 -37.804989, 144.973329 -37.804975)
LINESTRING (144.973329 -37.804975, 144.973274 -37.804968)
LINESTRING (144.973274 -37.804968, 144.973239 -37.804964)
LINESTRING (144.973239 -37.804964, 144.973163 -37.804956)
LINESTRING (144.973163 -37.804956, 144.973091 -37.804949)
LINESTRING (144.972869 -37.804715, 144.972872 -37.804691)
LINESTRING (144.972872 -37.804691, 144.972894 -37.804553)
LINESTRING (144.973308 -37.803821, 144.973342 -37.803737)
LINESTRING (144.973342 -37.803737, 144.973395 -37.803652)
LINESTRING (144.973395 -37.803652, 144.973464 -37.80354)
LINESTRING (144.973464 -37.80354, 144.973474 -37.803458)
LINESTRING (144.973474 -37.803458, 144.973472 -37.803386)
LINESTRING (144.973472 -37.803386, 144.973453 -37.803296)
LINESTRING (144.973453 -37.803296, 144.97343 -37.803197)
LINESTRING (144.970026 -37.803473, 144.970032 -37.803365)
LINESTRING (144.970032 -37.803365, 144.970033 -37.803335)
LINESTRING (144.970033 -37.803335, 144.970037 -37.80323)
LINESTRING (144.970037 -37.80323, 144.970062 -37.802987)
LINESTRING (144.970062 -37.802987, 144.970096 -37.802162)
